"baseline_includeRate","F1_retentionRate","F1_includeRate","F2_retentionRate","F2_includeRate","F3_retentionRate","F3_includeRate","complete_rate"
0.976190476190476,0.90650406504065,0.894308943089431,0.845528455284553,0.841463414634146,0.882113821138211,0.853658536585366,0.788617886178862
